Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day
19961009ARJAS,https://www.upi.com/Archives/1996/10/10/Teen-charged-in-school-bus-slaying/5274844920000/,,,2,1996-10-09,Fall,Jacksonville High School bus,Sherwood,AR,High,School Bus,School Bus,No,,,Fight (escalated),Ongoing dispute between the shooter and victim. They were fighting on the bus and had to be seperated. Shooter pulled a .22 handgun and shot the victim once in the neck and fled the scene. Gun was found near his house. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,,1996,10,9
19961004CASTP,http://www.psychceu.com/school_violence/savd.pdf,,,1,1996-10-04,Fall,St. Bernard High School,Playa Del Rey,CA,High,Football Field/Track,Outside on School Property,No,Sport Event,10:00 PM,Shooting on track after football game,18YOM near the track at St. Bernard shortly after 10 p.m.; shot by a 17 year-old Jordan High School football player following a football game between the two schools; another youth was also shot and hospitalized,Escalation of Dispute,,No,No,No,No,No,No,,No,,,1996,10,4
19961002PASMP,http://www.psychceu.com/school_violence/savd.pdf,,,1,1996-10-02,Fall,Smedley Elementary School,Philadelphia,PA,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,,Two women killed outside of school during domestic,"Victim was the cousin of Stacy Buxton-Boyd, the estranged wife of Steven Boyd, who shot and killed both women as they waited for Stacy's children to be dismissed from school",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,,1996,10,2
19960925GADED,http://articles.chicagotribune.com/1996-09-26/news/9609260133_1_new-teachers-expelled-teacher-s-slaying https://en.wikipedia.org/wiki/List_of_attacks_related_to_secondary_schools#1990s,,,2,1996-09-25,Fall,Dekalb Alternative School,Decatur,GA,Unknown,Classroom,Inside School Building,Yes,Unknown,,Recently expelled student shot teacher,Shooter (student) killed teacher at school for troubled students. Shooter ran from classroom but was detained by other teachers. The shooter had been expelled from another school the week prior. Motive is unknown.,Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,,,1996,9,25
19960726CAJOL, L.A. Times - 2 Students Hurt in Shooting at Marshall High; L.A. Times - Student is Charged in Marshall High Shootings; https://www.columbine-angels.com/School_Violence_1995-1996.htm,,,1,1996-07-26,Summer,John Marshall High School,Los Angeles,CA,High,Hallway,Inside School Building,Yes,Afternoon Classes,2:00 PM,"Missed intended target, hit two other students in stairwell",18YOM targeted specific victim in school stairwell between classes. Missed victim and struck two other students causing injuries. Ran to next class and was found by police officers based on witness statements. Police officer assigned to school was in the stairwell during the shooting.,Escalation of Dispute,Both,No,No,No,No,No,No,No,No,2,,1996,7,26
19960604CAWEH,https://www.columbine-angels.com/School_Violence_1995-1996.htm,,,1,1996-06-04,Summer,West Valley High School,Hemet,CA,High,Inside School Building,Inside School Building,Yes,School Start,,Shot self prior to classes starting,16YOM commit suicide as students were arriving for class.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,1996,6,4
19960522CACOC,https://pepperbough.com/features/2012/08/17/who-mourns-for-sexy-x/,,,1,1996-05-22,Spring,Colton High School,Colton,CA,High,Outside on School Property,Outside on School Property,Yes,Afternoon Classes,2:20 PM,Student executed outside of school by another student,"14YOM executed 14YOM student in front of multiple witnesses to increase his ""street cred"" with a gang.",Illegal Activity,Victims Targeted,No,No,No,No,,No,Yes,No,<10,,1996,5,22
19960514UTBIT,https://www.columbine-angels.com/School_Violence_1995-1996.htm,,,1,1996-05-14,Spring,Bingham Middle School,Taylorsville,UT,High,School Bus,School Bus,,,,"Shot bus driver, stole bus, crashed bus, killed self","15YOM shot the bus driver, stole the school bus, crashed into multiple cars, crashed into house, and shot himself (suicide).",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,2,,1996,5,14
19960415DCMCW,https://www.columbine-angels.com/School_Violence_1995-1996.htm,,,1,1996-04-15,Spring,McKinley High School,Washington,DC,High,Gym,Inside School Building,Yes,Unknown,,Shot in the gym,23YOM shot in the gym of the school. No other information.,Escalation of Dispute,,No,No,No,No,No,No,,No,,,1996,4,15
19960411ALTAT,https://www.columbine-angels.com/School_Violence_1995-1996.htm https://en.wikipedia.org/wiki/List_of_attacks_related_to_secondary_schools#1990s,,,2,1996-04-11,Spring,Talladega High School,Talladega,AL,High,Parking Lot,Outside on School Property,,,,Fight in parking lot escalated into shooting,16 year-old male shot and killed 18 year-old male in school parking lot following a heated argument the day before.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,<5,,1996,4,11
19960319NVSWL,https://www.columbine-angels.com/School_Violence_1995-1996.htm https://lasvegassun.com/news/1996/mar/20/student-arrested-in-shooting-at-middle-school/,,,2,1996-03-19,Spring,Swainston Middle School,Las Vegas,NV,Middle,Beside Building,Outside on School Property,Yes,Morning Classes,11:30 AM,Students shot with pellet gun while walking between classes,Two students were hit by shots from a pellet gun while walking on the northwest side of the campus around 11:30 am. The shooter was at a residence near school when he fired the gun. He had missed school that day. Injuries were minor bruising.,Indiscriminate Shooting,,No,No,No,No,,No,No,No,,,1996,3,19
19960311NCNON,https://www.columbine-angels.com/School_Violence_1995-1996.htm https://apnews.com/520f96a326e5ea865eea69624bcb01a1 https://www.greensboro.com/stanly-students-deal-with-death/article_a38d9b7a-6107-58db-a78d-901b49e0ef61.html,,,1,1996-03-11,Spring,North Stanley High School,New Longdon,NC,High,Classroom,Inside School Building,Yes,Afternoon Classes,,Student shot himself during algebra,"15 year-old male pulled 9mm pistol out of coat pocket during 4th period algebra class, another student asked if it was real, and student replied ""you betcha"" and waved gun around. Teacher ordered students out of the classroom, they did not get far before student shot himself in the head.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,1996,3,11
19960229MOBES,https://www.history.com/this-day-in-history/a-pregnant-teenager-is-shot-while-riding-the-bus-to-school https://www.newspapers.com/image/142524916/ https://www.newspapers.com/image/142524981/ https://www.newspapers.com/image/142505625/ https://www.newspapers.com/image/142505646/ https://apnews.com/a48349cdd1ddff7a3bce6fce5e059816,,,3,1996-02-29,Winter,Beaumont High School (bus),St. Louis,MO,High,School Bus,School Bus,No,Before School,7:00 AM,Hitman hired to kill pregnant student,"Hitman (Malik J. Nettles, 21) was hired to kill pregnant student. Shooter shot the bus driver (Richard Lanemann, 60) and the pregnant victim multiple times and fled the scene. 29 year-old male neighbor (Mark Boyd) of the victim had gotten her pregnant and she did not want an abortion. Baby was delivered via C-section, but died later.",Domestic w/ Targeted Victim,Victims Targeted,Yes,No,No,No,No,No,No,No,7,,1996,2,29
19960222GAJES,https://www.columbine-angels.com/School_Violence_1995-1996.htm https://www.savannahnow.com/news/20190417/savannah-man-indicted-for-murder-in-january-domestic-violence-case,,,2,1996-02-22,Winter,Jenkins High School,Savannah,GA,High,Front of School,Outside on School Property,No,Dismissal,,Ongoing argument for 3 days escalated into shooting,15YOM shooter killed victim while students were lining up to get on the school bus. Shooter and victim had been arguing for the past 3 days.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,,1996,2,22
19960208CAMIM,https://www.sfgate.com/news/article/PAGE-ONE-Teen-Fires-on-Classmates-In-Palo-Alto-2995325.php https://napavalleyregister.newspapers.com/image/565670321/ https://en.wikipedia.org/wiki/List_of_attacks_related_to_secondary_schools#1990s https://www.paloaltoonline.com/weekly/morgue/news/1996_Feb_14.SHOOTING.html https://www.paloaltoonline.com/weekly/morgue/news/1996_Feb_9.SHOOTING.html,,,2,1996-02-08,Winter,Mid-Peninsula High School,Menlo Park,CA,High,Basketball Court,Outside on School Property,Yes,Morning Classes,11:00 AM,Suicidal - shot randomly at students then killed himself,"16 year old student was depressed over issues with girlfriend - drove his car onto school basketball court and began throwing money out window - when students came to pick up he randomly started shooting at them, shot several bullets into nearby classroom then shot himself. ",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,No,Multiple,Yes,1996,2,8
19960202WAFRM,https://www.usnews.com/news/best-states/washington/articles/2017-04-19/school-shooter-barry-loukaitis-resentenced-to-189-years http://www.columbine-angels.com/School_Violence_1995-1996.htm https://murderpedia.org/male.L/l/loukaitis-barry.htm https://en.wikipedia.org/wiki/Frontier_Middle_School_shooting,,,3,1996-02-02,Winter,Frontier Middle School,Moses Lake,WA,Middle,Classroom,Inside School Building,Yes,Afternoon Classes,,Student dressed as cowboy planned attack/hostages; subdued by teacher,"Shooter was dressed as a cowboy with rifle and two pistols. Walked into classroom and shot the teacher and three students. He took the other students hostage and planned use them to escape. Shooter was tackled by another teacher allowing the students to escape and held until police arrived. Shooter had planned the shooting and made references to Pearl Jam song about commiting suicide at school, Stephen King book Rage, and the movie Natural Born Killers. Shooter said he tried to model himself after the character in Rage who kills a teacher and two students. Shooting happened during 5th period algebra class. Shooter used a .30-30 rifle, 0.357 Magnum revolver, and .25 ACP pistol",Hostage/Standoff,Both,No,Yes,No,No,Yes,Yes,No,Yes,,Yes,1996,2,2
19960126TNEAM,https://www.columbine-angels.com/School_Violence_1995-1996.htm https://www.psychceu.com/school_violence/savd.pdf http://www.easthigh.org/fullhist.html,,,2,1996-01-26,Winter,East High School,Memphis,TN,High,Parking Lot,Outside on School Property,No,Sport Event,9:45 PM,Shot while trying to break up fight after basketball game,Victim tried to break up a fight between several women around 9:45 pm after a basketball game. Victim was shot and killed by unknown shooter.,Escalation of Dispute,Random Shooting,No,No,No,No,No,No,No,No,<10,,1996,1,26
19960119DCWIW,https://www.washingtonpost.com/archive/local/1997/06/25/teen-convicted-of-fatally-shooting-boy-at-dc-school/097c0f6e-0e54-42ef-93b4-64c4c8a8cbbd/?utm_term=.27f0b555fa39 https://www.psychceu.com/school_violence/savd.pdf,,,2,1996-01-19,Winter,Winston Education Center,Washington,DC,K-8,Other,Inside School Building,Yes,Dismissal,,"Shot fired during a chase between non-students inside school, hit bystander victim","Victim was a 14 year-old bystander, picking up a 5 year-old cousin in kindergarten at the school after school dismissal. A conflict stemming from an existing dispute between the shooter and the intended target (an unarmed 16 year-old boy) occurred outside the school. The shooter chased the victim from outside into school and fired a shot inside the school that grazed the 16 year-old being pursued and fatally hit an unintended victim instead.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1,No,1996,1,19
19960102PAGIG,"https://www.columbine-angels.com/School_Violence_1995-1996.htm  https://www.psychceu.com/school_violence/savd.pdf_x000d_
",,,1,1996-01-02,Winter,Girard High School,Girard,PA,High,Hallway,Inside School Building,,,,Commit suicide in school hallway,16 year-old male student committed suicide in school hallway by shooting himself in the head. No other details available.,Suicide/Attempted,Victims Targeted,No,No,,No,,,,No,,No,1996,1,2
19951128NYTHN,https://www.nytimes.com/1995/11/29/nyregion/student-17-is-killed-after-leaving-school-in-queens.html http://www.columbine-angels.com/School_Violence_1995-1996.htm,,,2,1995-11-28,Fall,Thomas A. Edison Vocational and Technical High School,New York,NY,High,Parking Lot,Outside on School Property,Yes,Morning Classes,11:30 AM,Three suspects pursued victim and shot during robbery for his gold chain.,"Victim left school without permission Three suspects got out of their car and approached the victim outside of the school and asked him to give them his gold chain. The suspect refused. When one suspect pulled out a .225 pistol and another suspect pulled out a bottle, the victim fled and the three suspects followed. One of the suspects shot him three times then they all fled the scene.",Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,3,,1995,11,28
19951115TNRIL,https://www.cbsnews.com/news/the-mind-of-a-school-shooter/ https://apnews.com/6adb7feb0f91c42d98a43011bf6f5eee https://www.nytimes.com/1995/11/16/us/student-held-after-2-die-in-shooting-at-school.html,,,2,1995-11-15,Fall,Richland High School,Lynnville,TN,High,Hallway,Inside School Building,Yes,School Start,,"Planned attack, shot at 3 teachers before being tackled by a teacher and student; blamed teachers for allowing bullying.","17 year-old male brought a .22 rifle to school. He entered the north entrance of the school and began to shoot, killing one teacher and injuring a second teacher. He fired at a third and missed, striking a female student. He was tackled by a teacher and 18 year-old student and restrained with 8 others until police arrived. Shooter was obsessed with the movie Natural Born Killers, dressed in all black, listened to death metal, and abused drugs/alcohol. Shooter said the music made him feel powerful. He was often bullied by classmates for being small and quiet. He blamed the teachers for allowing the bullying to happen. Shooter's cousin said he was angry over a traffic accident involving a female student and her boyfriend, yelling that he'd kill her. His family said he was angry with his girlfriend. Later, his father admits he was physically abusive.",Bullying,Both,No,No,No,No,Yes,No,No,Yes,3,Yes,1995,11,15
19951102FLBLM,http://articles.baltimoresun.com/1995-11-03/news/1995307039_1_hijacker-school-bus-miami-beach-restaurant https://www.latimes.com/archives/la-xpm-1995-11-03-mn-64379-story.html https://www.spokesman.com/stories/1995/nov/03/man-killed-after-hijacking-bus-of-disabled/,,,2,1995-11-02,Fall,Blue Lake Elementary School (bus),Miami Beach,FL,Elementary,School Bus,School Bus,No,Before School,8:15 AM,Hijacked a bus full of disabled students and held them hostage.,"42 year-old male was upset with the IRS over a large debt. He hijacked an elementary school bus with 13 disabled students and 3 adults and held them hostage. He forced the driver to drive 15 miles to a restaurant, where he worked as a waiter but quit the night prior (famous Joe's Stone Crabs). He was in communication with the police and told them he had a bomb on the bus. When hostage negotiations failed, the shooter was killed by police. One child was injured from shattered glass. Likely copycat of movie ""Speed"".",Hostage/Standoff,Random Shooting,No,Yes,Yes,No,No,No,No,No,,,1995,11,2
19951030VAJOR,"https://www.columbine-angels.com/School_Violence_1995-1996.htm_x000d_
",,,1,1995-10-30,Fall,John F. Kennedy High School,Richmond,VA,High,Other,Outside on School Property,No,Dismissal,2:05 PM,Shooter had an ongoing feud for more than a year with the victims.,"17 year-old male lived in a housing project near the victims and had ongoing dispute for more than year. At the end of the school day, the shooter was standing across the street from the parking lot. He approached the victims as they were walking home from school and called out to grab their attention where he then fired multiple shots, injuring 4 targeted victims. Shooter fled the scene. Police issued an arrest warrant for the shooter and a 15 year-old male. Shortly after the shooter turned himself in and the other male was apprehended. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,10,,1995,10,30
19951023FLLAC,https://www.newspapers.com/image/247247217/?terms=student%2Bshot https://www.upi.com/Archives/1995/10/23/Student-shot-at-Florida-high-school/9697814420800/ https://www.upi.com/Archives/1995/11/15/Shot-Florida-student-faces-charges/7605816411600/,,,2,1995-10-23,Fall,Lake Howell High School,Casselberry,FL,High,Parking Lot,Outside on School Property,Yes,School Start,7:55 AM,Accidentally shot oneself while hiding weapon. ,16 year-old female accidentally shot herself in the stomach while hiding the .25 handgun in a dumpster. She was on her way to the principal's office to meet with her mother about her report card. She told authorities that she had been approached by two young men and shot as she was on her way to school. Authorities found a gun in a school's dumpster near where student was shot. Student's mother reported this was the same type of gun missing from her home. Student later admitted to police she accidentally shot herself. ,Accidental,Victims Targeted,No,No,No,No,No,No,No,No,1,,1995,10,23
19951012SCBLB,"https://www.upi.com/Archives/1995/10/14/Carolina-teacher-died-from-bullet/5588813643200/ https://apnews.com/cd6df5aa2f5c54b6a8a303ab064bf325 https://www.deseret.com/1995/10/13/19198588/student-shoots-teacher-then-turns-gun-on-himself_x000d_
",,,2,1995-10-12,Fall,Blackville-Hilda High School,Blackville,SC,High,Classroom,Inside School Building,Yes,Morning Classes,8:40 AM,"Anger of suspension, shot 2 teachers and himself.","16 year-old male had been suspended from school the previous day from indecent hand gestures on the back of the school bus. The next day the shooter entered the building with a .32 pistol and walked into a specific classroom and fired the gun at a teacher in the head, leaving him seriously wounded. He moved to the teachers workroom and shot a second teacher (who authorities believed had a heart attack but actually died from a gunshot to the back). He tried to enter the office but it was locked, where he then shot himself in the head. Shooter believes he was suspended because he was black and the white students wouldn't be getting the same discipline for making an obscene gesture. The previous school year the shooter had been expelled and readmitted the following year on a strict probation.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,Yes,No,No,No,,Yes,1995,10,12
19950929FLTAT,http://www.orlandosentinel.com/news/os-lk-school-shooting-tavares-middle-1995-20150918-story.html https://www.newspapers.com/image/233952285/?terms=Tavares%20Middle%20School&match=1,,,2,1995-09-29,Fall,Tavares Middle School,Tavares,FL,Middle,Courtyard,Outside on School Property,Yes,Unknown,,Shooter had ongoing conflict with victim (possible bullying was involved),"Shooter stole the handgun from a neighbor and brought it to school. Showed the gun to multiple other students and said he planned to kill somebody on the bus ride to school. None of the students reported this to any of the school staff. Shooter had an ongoing dispute with the victim. During some words exchanged in the courtyard, the shooter pulled the 9mm semiautomatic gun and fired all 13 rounds at the victim. Authorities found the shooter in a wooded area across from the school and arrested him. Some students knew of the victim and shooter to be fighting. Shooter stated in court that victim was bullying him. Others thought it involved gangs. ",Escalation of Dispute,Victims Targeted,No,No,No,No,Yes,No,Yes,No,13,,1995,9,29
19950927ALBLP,https://www.newspapers.com/image/106718796/?terms=student%2Bshot,,,2,1995-09-27,Fall,Blount High School,Prichard,AL,High,Hallway,Inside School Building,Yes,Morning Classes,11:00 AM,Shots fired during argument between suspect's younger brother and victim. ,19 year-old male shot victim who was arguing with shooter's younger brother.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,,1995,9,27
19950915KYGEW,https://books.google.com/books?id=paCVN9ECUc4C&pg=PA10&lpg=PA10&dq=George+Rogers+Clark+High+School+1995+shooting&source=bl&ots=nnxJbjaRMQ&sig=ACfU3U1h5FLZ_tsjP7gMsufkPZl-4TgtMQ&hl=en&sa=X&ved=2ahUKEwiyu9rB5sDpAhXMHjQIHSCBAYoQ6AEwAXoECAsQAQ#v=onepage&q=George%20Rogers%20Clark%20High%20School%201995%20shooting&f=false http://www.columbine-angels.com/School_Violence_1995-1996.htm,,,1,1995-09-15,Fall,George Rogers Clark High School,Winchester,KY,High,Inside School Building,Inside School Building,Yes,Afternoon Classes,,Student took another student hostage at gunpoint after fight earlier in the day,"Student took another student hostage in the school. Shooter had a fight with the student earlier in the day, when home and got two guns, and then returned to the school. No further information.",Hostage/Standoff,Victims Targeted,No,Yes,Yes,No,,No,No,No,0,Yes,1995,9,15
19950914KSOLO,https://apnews.com/50a40f57fb28f9cec34b9c3f67812308 https://www.deseretnews.com/article/441226/CAPTION-ONLY--VICTIMS-MOURNED-IN-KANSAS-FOOTBALL-SLAYINGS.html http://www.columbine-angels.com/School_Violence_1995-1996.htm,,,2,1995-09-14,Fall,Olathe North High School,Olathe,KS,High,Parking Lot,Outside on School Property,No,Sport Event,,Drive-by shooting by student from rival school at a football game.,Student and former student killed during drive-by shooting by student from rival school during a football game. Prior to the shooting there was a fist fight between the shooter and victims during the game.,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,Yes,No,,,1995,9,14
19950912TNCYM,"https://www.columbine-angels.com/School_Violence_1995-1996.htm_x000d_
",,,1,1995-09-12,Fall,Cypress Junior High School,Memphis,TN,Junior High,Hallway,Inside School Building,Yes,Morning Classes,8:30 AM,Shooter retaliated for previous assault by victim.,15 year-old male shooter had been jumped by victim and his friend that morning. Shooter shot and killed victim with .38 handgun.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,,1995,9,12
19950829TXMEL,http://www.columbine-angels.com/School_Violence_1995-1996.htm,,,1,1995-08-29,Summer,Memorial Middle School,Laredo,TX,Middle,Bathroom,Inside School Building,No,After School,4:15 PM,Shot victim in the bathroom then fled.,12 year-old male shooter was sitting with other students outside of school with a sawed off shotgun. Shooter saw the victim and followed her into the bathroom. He'd previously asked the victim to go out with him and she refused. He pointed the gun at her and shot her in the head and fled the scene. A nearby teacher heard the shot and found the victim in the bathroom. Later that night shooter was arrested in his home. ,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,1,,1995,8,29
19950614FLLAL,"https://www.columbine-angels.com/School_Violence_1994-1995.htm https://www.sun-sentinel.com/news/fl-xpm-1995-06-15-9506150119-story.html_x000d_
",,,1,1995-06-14,Summer,Lake Worth High School,Lake Worth,FL,High,Parking Lot,Outside on School Property,No,Dismissal,12:30 PM,Shooting in parking lot on the last day of school at dismissal time. ,"A 19 year-old male, former student and dropout went to the school to pick up his girlfriend. He was waiting by the parking lot steps for her. Male victim was also picking up his girlfriend. When he found her, he brought her to his car and started walking back to campus with 3 other friends to look for someone else. As the male victim approached, the suspect pulled out his gun. When victim turned to run the handgun was fired, striking another female student in her knee from the bullet ricocheting off the cement. Both had went to a different highschool together and were weightlifting buddies. He fled in his friends car - police arrested him several hours later. ",Domestic w/ Targeted Victim,Both,No,No,No,No,No,No,No,No,1,,1995,6,14
19950327MIRED,https://www.newspapers.com/image/99233823/?terms=student%2Bshot https://crimeindetroit.com/documents/Student%20says%20she%20was%20shot%20by%20Suspect's%20Brother.pdf https://www.crimeindetroit.com/documents/Denby.pdf,,,2,1995-03-27,Spring,Redford High School,Detroit,MI,High,Hallway,Inside School Building,Yes,Morning Classes,10:00 AM,A gun was dropped and went off in the hallway.,"A 15 year-old female was shot in the leg when a gang member was removing his gun from his locker and dropped it, causing it to go off in the hallway. The person she allegedly identified as the shooter confessed and was charged, but later told police it was his brother. She made a false statement to police about the identify of the shooter due to fear of retribution. Police arrested the shooter in school and told police he had disposed of the gun, which was later found in a field nearby. ",Accidental,Victims Targeted,No,No,No,No,No,No,Yes,No,1,,1995,3,27
19950303MIPED,https://www.crimeindetroit.com/documents/Denby.pdf https://www.newspapers.com/image/99271023/,,,3,1995-03-03,Spring,Pershing High School,Detroit,MI,High,Hallway,Inside School Building,Yes,Afternoon Classes,2:00 PM,16-year-old student shot 4 times in the chest,16 year-old student was shot 4 times by an unknown shooter in a back hallway of the school. No other details available. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,4,No,1995,3,3
19950208NECHS,"https://apnews.com/a07c45ae91ad4f448d560abb24e292f1_x000d_
",,,2,1995-02-08,Winter,Chadron Middle School,Scottsbluff,NE,Middle,Classroom,Inside School Building,Yes,Morning Classes,,Student walked in and shot teacher during class. ,"A 13 year old walked into a Social Studies class and shot his teacher in the chest, whose class he had later that day. The bullet grazed the teacher's chest and was not seriously injured. A neighboring teacher and policeman on campus took the gun away from the student. There were no traces of a bad relationship between the student and teacher.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,<5,,1995,2,8
19950202CAJOL,https://www.presstelegram.com/2015/10/16/javiers-dream-of-helping-people-lives-on-rich-archbold/,,,2,1995-02-02,Winter,Jordan High School,Long Beach,CA,High,Field (General),Outside on School Property,No,Sport Event,,Two students were shot by gang member on an athletic field. ,Two students were walking across an athletic field to watch a school soccer match when they were shot by a gang member. The shooter said he shot them because he gave him dirty looks. The two students were involved in an anti-gang youth group. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,<10,,1995,2,2
19950124DCSPW,https://www.washingtonpost.com/archive/local/1995/01/25/student-wounded-in-school-shooting/43b9c1ae-244d-40ed-8bc7-18fec6c338f3/,,,3,1995-01-24,Winter,Spingarn High School,Washington,DC,High,Entryway,Inside School Building,Yes,Lunch,12:00 PM,Student was shot while sitting on the school exit stairs during lunch by a student from another school.,16 year-old male student was shot 3 times during lunch while sitting on the stairs inside the school. The shooter was a student from another school and entered the school through an exit door that was unlocked or open. Police were looking for a second suspect who may have opened the doors. Police were unsure of the motive. Police officers are assigned to the school but needed to rotate between multiple school buildings. There are metal detectors at the front door of the school but not at the exit doors. School officials had locked exit doors but were required to leave them unlocked due to fire codes. The shooter fled and was hailing a taxi on a nearby street but was stopped by a police officer and then detained.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,3,No,1995,1,24
19950123CASAR,http://articles.latimes.com/1995-01-25/news/mn-24213_1_attitude-problem,,,2,1995-01-23,Winter,Sacred Heart Middle School,Redlands,CA,Middle,Office; Other,Both Inside/Outside,Yes,,,"Killed his principal after their meeting, discussing how to improve his attitude. ","13 year-old Male had discipline issues with his attitude and the dress code. The principal and student were meeting to work on a behavioral contract. After their meeting, the student walked home to grab his weapon and came back to the middle school. He walked into the principal's office with a sawed off shotgun and killed him. He ran from the scene and dropped the shotgun while running, causing it to fire and killing him (remains unclear if it was accidental or suicide). His fatal wound was in the chest and he was found between the school and the church. ",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,2,,1995,1,23
19950112WAGAS,http://community.seattletimes.nwsource.com/archive/?date=19950118&slug=2100074,,,2,1995-01-12,Winter,Garfield High School,Seattle,WA,High,Cafeteria,Inside School Building,Yes,,,"Left school to get gun after fight, returned and shot victim","The shooter and victim got into an argument during the morning over marijuana. The shooter left the school and went home to get a handgun he had stolen from his grandfather the prior year. The shooter walked into the cafeteria and fired multiple shots at the victim, striking another girl in the crossfire. The shooter left the school and was arrested by police in a nearby field. It was reported that the shooter was selling marijuana and the victim had stolen some of it from him that morning when he refused to pay. Shooter referred to himself as ""Mr. Murder"" to police.",Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,,,1995,1,12
19950110FLPAP,http://articles.sun-sentinel.com/1995-01-12/news/9501120169_1_high-schools-gun-school-administrators,,,2,1995-01-10,Winter,Palm Beach Gardens High School,Palm Beach Gardens,FL,High,Courtyard,Outside on School Property,Yes,Morning Classes,10:30 AM,Student commit suicide in outdoor hallway,"15 year-old Male committed suicide in an outdoor hallway with a .25 handgun. He was a well liked student and football player. Other students knew he had the gun and had been distressed over personal problems, but did not want to tell school officials because of the zero tolerance policy for weapons, resulting in an expulsion. The male was in critical condition and passed in the hospital the following evening. ",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,1995,1,10
19950105DCCAW,https://www.washingtonpost.com/archive/local/1995/01/25/student-wounded-in-school-shooting/43b9c1ae-244d-40ed-8bc7-18fec6c338f3/?utm_term=.f2d8f748783b  https://www.washingtonpost.com/archive/local/1995/03/17/teen-pleads-guilty-as-juvenile-to-slaying-of-student-at-cardozo-high-school/e88a8130-dbf4-42ff-a0cf-1d3a339d5ac8/ ,,,3,1995-01-05,Winter,Cardozo Senior High School,Washington,DC,High,Entryway,Inside School Building,Yes,Lunch,12:30 PM,8 males entered the school seeking victim in retaliation for previous fight.,8 males entered the school to confront a victim who had assaulted a female friend of theirs the previous week. A 14 year-old in the group was handed a .380 handgun during the fight killing the targeted victim and injuring two other uninvolved students. Suspects fled the scene.,Escalation of Dispute,Both,No,No,No,No,No,No,Yes,No,3,Yes,1995,1,5
19941115WASTT,"The News Tribune - 'You'd Never Think He Was Suicidal' Amid Grief, Dead Teen's Family, Friends Ask Themselves Why; https://www.columbine-angels.com/School_Violence_1994-1995.htm",,,1,1994-11-15,Fall,Stadium High School,Tacoma,WA,High,Hallway,Inside School Building,Yes,Lunch,,Suicide in school hallway,Shooter told another student at lunch that he was going to kill himself. Minutes later he shot himself in the school hallway. Shooter was a good student who had recently started to struggle in class.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,1994,11,15
19941108IAWEM,Cedar Rapids-Iowa City Gazette - Shooting Jolts School - W. Delaware Officials Hope for Return to Normalcy; https://www.columbine-angels.com/School_Violence_1994-1995.htm,,,1,1994-11-08,Fall,West Delaware High School,Manchester,IA,High,Office,Inside School Building,Yes,Not a School Day,2:00 PM,Fired two shotgun shells from outside school administrator's office,16YO shooter fired two shots from outside the school office causing minor injuries to the school secretary. School was not in session during the shooting.,Intentional Property Damage,Random Shooting,No,No,No,No,No,No,No,No,,,1994,11,8
